City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ancud,-41.8697,-73.8203,284.73,90,89,9.27,CL,1689869282
364,portland,45.5234,-122.6762,294.71,72,40,1.54,US,1689869110
365,ciudad rio bravo,25.9833,-98.1,307.62,46,20,6.17,MX,1689869282
366,papao,-17.75,-149.55,296.97,66,34,7.6,PF,1689869283
367,sheldon,43.1811,-95.8561,295.94,68,0,6.17,US,1689869283
368,weisswasser,51.5167,14.6333,294.93,48,86,3.85,DE,1689869283
369,gazli,40.1333,63.45,306.87,14,0,4.59,UZ,1689869283
370,guingamp,48.4167,-3.3333,289.83,75,100,4.24,FR,1689869284
371,basco,20.4487,121.9702,302.81,74,13,5.93,PH,1689869284
372,tura,25.5198,90.2201,298.45,93,99,1.98,IN,1689869284
373,talcahuano,-36.7167,-73.1167,286.72,84,100,10.37,CL,1689869285
374,ylitornio,66.3089,23.6773,288.3,69,97,4.17,FI,1689869285
375,belyy yar,53.6039,91.3903,295.09,64,0,1.0,RU,1689869285
376,chinde,26.8418,88.0763,294.27,83,88,1.72,NP,1689869135
377,tralee,52.2704,-9.7026,289.29,67,40,3.09,IE,1689868856
378,salekhard,66.53,66.6019,292.85,85,98,4.86,RU,1689869286
379,pizarro,4.9533,-77.366,302.78,78,47,2.64,CO,1689869286
380,akureyri,65.6835,-18.0878,288.99,51,77,1.19,IS,1689869287
381,gaalkacyo,6.7697,47.4308,306.0,29,82,8.82,SO,1689869287
382,dudinka,69.4058,86.1778,291.83,94,89,5.18,RU,1689869137
383,la ronge,55.1001,-105.2842,293.93,52,98,0.63,CA,1689869287
384,san antonio de pale,-1.4014,5.6325,296.98,78,26,5.15,GQ,1689869288
385,black point,-34.6187,137.8972,282.89,69,12,4.19,AU,1689869288
386,dul'durga,50.6761,113.5931,287.14,58,58,0.43,RU,1689869288
387,mount pleasant,32.7941,-79.8626,307.03,65,0,3.09,US,1689869102
388,ouani,-12.1322,44.4258,298.29,80,97,6.1,KM,1689869289
389,sredniy,52.89,103.5,288.18,88,100,0.89,RU,1689869289
390,kelo,9.3086,15.8066,303.61,56,64,1.92,TD,1689869289
391,mar del plata,-38.0023,-57.5575,287.01,69,100,8.05,AR,1689869289
392,pampa,35.5362,-100.9599,303.47,63,96,3.36,US,1689869290
393,palmas,-10.2128,-48.3603,306.08,29,0,4.12,BR,1689869151
394,yuzhno-kurilsk,44.0306,145.8556,285.87,94,4,2.33,RU,1689869290
395,alvear,-29.0968,-56.5504,291.92,80,99,3.97,AR,1689869291
396,tefe,-3.3542,-64.7114,305.21,58,40,2.06,BR,1689869212
397,sao jose da coroa grande,-8.8978,-35.1478,299.21,70,49,7.58,BR,1689869292
398,bela vista,-22.1089,-56.5211,303.11,39,0,4.93,BR,1689869292
399,grand baie,-20.0182,57.5802,296.18,72,26,6.38,MU,1689869292
400,adrar,20.5022,-10.0711,316.82,6,32,5.07,MR,1689869293
401,byerazino,53.8391,28.9879,288.94,85,100,2.7,BY,1689869293
402,aanekoski,62.6946,25.818,293.63,73,100,1.46,FI,1689869293
403,westport,41.1415,-73.3579,303.66,60,0,3.6,US,1689869152
404,jalqani,12.4486,34.2186,302.58,63,100,3.43,SD,1689869293
405,toamasina,-18.1667,49.3833,295.15,94,75,1.54,MG,1689869228
406,dekalb,33.7504,-84.2333,306.03,63,20,5.66,US,1689869294
407,mariehamn,60.0973,19.9348,290.07,72,0,3.09,AX,1689869294
408,vorkuta,67.5,64.0,295.21,69,94,3.0,RU,1689869294
409,kalmunai,7.4167,81.8167,302.14,58,83,3.42,LK,1689869294
410,zeya,53.75,127.2667,285.44,95,48,1.41,RU,1689869295
411,misliyah,17.4599,42.5572,309.72,29,93,6.63,SA,1689869295
412,bel ombre,-4.6167,55.4167,298.65,87,88,6.03,SC,1689869295
413,dunedin,-45.8742,170.5036,280.82,50,50,4.02,NZ,1689869295
414,verin,41.9415,-7.4381,300.13,30,28,5.94,ES,1689869296
415,berezovyy,51.6667,135.7,295.94,59,96,1.65,RU,1689869296
416,kolonia,50.9333,6.95,298.69,40,0,5.14,DE,1689869092
417,berdigestyakh,62.0989,126.6992,284.03,96,100,1.8,RU,1689869296
418,busselton,-33.65,115.3333,288.07,78,65,8.22,AU,1689869056
419,strathmore,51.0501,-113.3852,295.3,54,70,2.24,CA,1689869297
420,pemba,-12.974,40.5178,298.02,78,0,4.99,MZ,1689869297
421,pangody,65.85,74.4859,296.82,57,95,3.31,RU,1689869020
422,kununurra,-15.7667,128.7333,289.14,82,41,1.03,AU,1689869298
423,mount isa,-20.7333,139.5,292.02,55,39,2.57,AU,1689869098
424,medellin,6.2518,-75.5636,300.41,51,20,6.17,CO,1689869298
425,al qusayr,34.5091,36.5798,303.06,34,0,5.77,SY,1689869298
426,chapayevsk,52.9771,49.7086,294.43,44,68,5.94,RU,1689869299
427,san luis de la loma,17.2706,-100.8939,304.69,60,62,3.11,MX,1689869299
428,port saint john's,-31.6229,29.5448,287.37,55,93,3.71,ZA,1689869299
429,tanout,14.9709,8.8879,310.43,26,21,5.77,NE,1689869300
430,taro,-8.3862,115.28,295.15,83,68,1.07,ID,1689869300
431,naruto,34.1833,134.6167,296.18,82,98,2.65,JP,1689869300
432,flin flon,54.7682,-101.865,294.06,60,75,1.54,CA,1689869044
433,turinsk,58.0458,63.696,291.89,89,94,2.71,RU,1689869301
434,ezine,39.7856,26.3408,307.88,25,0,4.89,TR,1689869301
435,constitucion,-35.3333,-72.4167,287.67,78,100,6.07,CL,1689869303
436,laguna,38.421,-121.4238,304.31,66,0,1.34,US,1689869303
437,sengkang,-4.1279,120.0297,296.33,94,1,1.23,ID,1689869303
438,ubari,26.5921,12.7805,310.8,12,0,6.71,LY,1689869304
439,rio preto da eva,-2.6994,-59.6997,308.57,30,9,2.05,BR,1689869304
440,bondo,3.8146,23.6866,300.72,63,52,1.25,CD,1689869304
441,pyshma,56.9523,63.2513,291.77,87,11,3.13,RU,1689869031
442,tofol,5.3248,163.0078,301.34,78,100,7.41,FM,1689869305
443,sainte-anne-des-monts,49.124,-66.4924,290.08,82,89,8.23,CA,1689869146
444,halifax,44.6453,-63.5724,300.75,94,75,3.6,CA,1689868843
445,fulton,33.7668,-84.4499,306.14,64,40,6.17,US,1689869305
446,mana,5.6592,-53.7767,302.83,66,2,3.79,GF,1689869201
447,sao paulo de olivenca,-3.3783,-68.8725,302.96,68,48,1.14,BR,1689869306
448,buka,40.8108,69.1986,303.54,20,16,4.44,UZ,1689869306
449,bam,29.106,58.357,310.11,10,94,3.35,IR,1689869307
450,farasan,16.7022,42.1183,304.74,79,98,2.92,SA,1689869307
451,digras,20.1167,77.7167,298.64,89,100,6.67,IN,1689869307
452,ugoofaaru,5.6667,73.0,301.59,79,100,7.15,MV,1689869307
453,el haouaria,37.05,11.0144,303.76,63,0,4.97,TN,1689869307
454,agat village,13.3886,144.6585,301.46,85,0,0.89,GU,1689869308
455,kedrovka,55.5333,86.05,291.64,78,100,2.17,RU,1689869308
456,praia,14.9215,-23.5087,300.66,76,80,4.18,CV,1689869308
457,faya-largeau,17.9257,19.1043,312.33,25,4,6.63,TD,1689869309
458,portage la prairie,49.9728,-98.2926,296.44,69,0,2.24,CA,1689869309
459,nizhnesortymskiy,62.4397,71.7603,292.42,79,100,1.62,RU,1689869309
460,zaragoza,41.6561,-0.8773,307.05,27,0,3.09,ES,1689869125
461,margate,51.3813,1.3862,292.52,73,66,2.68,GB,1689869310
462,medina,24.4686,39.6142,314.39,5,0,6.17,SA,1689869310
463,lubao,14.9167,120.55,299.99,86,22,0.17,PH,1689869310
464,glace bay,46.1969,-59.957,300.87,77,100,5.23,CA,1689869310
465,port blair,11.6667,92.75,300.76,85,100,7.58,IN,1689869310
466,st. paul,44.9444,-93.0933,295.3,70,100,8.23,US,1689869311
467,namibe,-15.1961,12.1522,292.35,78,3,5.53,AO,1689869311
468,morehead city,34.7229,-76.726,305.39,80,75,4.63,US,1689869226
469,tazovsky,67.4667,78.7,290.75,83,76,1.74,RU,1689869096
470,keta,5.9179,0.9879,300.5,76,78,7.56,GH,1689869312
471,katsuura,35.1333,140.3,296.52,91,4,4.51,JP,1689869135
472,manta,-0.95,-80.7333,299.82,78,92,6.26,EC,1689869249
473,atherton,53.5237,-2.4935,293.31,57,68,3.58,GB,1689869312
474,vitoria da conquista,-14.8661,-40.8394,294.09,61,99,5.41,BR,1689869312
475,san fernando de apure,7.8878,-67.4724,301.46,82,83,1.15,VE,1689869313
476,emirdag,39.0197,31.15,302.75,23,0,2.3,TR,1689869313
477,turpan,42.9333,89.1667,312.38,15,95,6.02,CN,1689869313
478,sittwe,20.15,92.9,300.11,91,100,7.45,MM,1689869313
479,fisterra,42.9049,-9.2629,295.79,82,0,5.37,ES,1689869154
480,almeirim,-1.5233,-52.5817,306.0,48,4,2.29,BR,1689869314
481,birao,10.2849,22.7882,301.06,69,59,2.8,CF,1689869314
482,hadibu,12.65,54.0333,298.39,79,100,7.65,YE,1689869314
483,dzhubga,44.3211,38.7039,298.77,56,0,4.16,RU,1689869314
484,masterton,-40.9597,175.6575,283.09,90,100,5.22,NZ,1689869315
485,pachino,36.7186,15.0907,305.04,48,0,5.88,IT,1689869315
486,east end,34.5507,-92.341,307.4,78,87,0.45,US,1689869315
487,azemmour,33.2895,-8.3425,297.68,64,5,7.76,MA,1689869315
488,cristalina,-16.7686,-47.6136,297.19,38,34,6.05,BR,1689869135
489,saint-francois,46.4154,3.9054,300.84,34,0,1.54,FR,1689869031
490,kokopo,-4.352,152.2633,297.76,88,47,3.5,PG,1689869316
491,nantucket,41.2835,-70.0995,300.23,87,81,1.75,US,1689869316
492,labytnangi,66.6572,66.4183,294.23,75,91,4.52,RU,1689869316
493,westerland,54.9079,8.3033,291.16,63,40,8.75,DE,1689869317
494,edson,53.5835,-116.4356,288.23,77,0,1.03,CA,1689869115
495,bridgewater,44.3835,-64.5155,300.99,76,100,0.45,CA,1689869317
496,luderitz,-26.6481,15.1594,289.76,52,0,7.51,NA,1689869119
497,oranjemund,-28.55,16.4333,290.69,38,0,5.68,NA,1689869318
498,nawalgarh,27.85,75.2667,307.12,50,93,2.28,IN,1689869318
499,san juan de miraflores,-12.1629,-76.9635,295.44,71,63,3.71,PE,1689869318
500,obama,35.4958,135.746,297.57,86,81,1.1,JP,1689869318
501,zarechnyy,53.2036,45.1923,291.52,64,45,4.18,RU,1689869283
502,gaozhou,21.9392,110.8461,299.23,92,93,1.7,CN,1689869319
503,sydney,-33.8679,151.2073,285.53,48,100,2.57,AU,1689868990
504,sao felix do xingu,-6.6447,-51.995,307.86,21,4,2.12,BR,1689869152
505,galliano,29.4422,-90.2992,308.15,70,40,1.54,US,1689869320
506,nagqu,31.5,92.0,277.6,61,0,3.05,CN,1689869320
507,northam,51.0333,-4.2167,291.7,67,20,5.54,GB,1689869320
508,kievka,50.2619,71.5514,293.13,53,26,1.46,KZ,1689869320
509,rancho palos verdes,33.7445,-118.387,302.27,80,0,1.79,US,1689869320
510,tahla,34.0485,-4.428,309.34,25,11,5.32,MA,1689869326
511,katabu,-4.9333,122.5167,297.1,91,1,2.27,ID,1689869326
512,maragogi,-9.0122,-35.2225,299.0,72,45,7.52,BR,1689869302
513,al jawf,29.5,38.75,310.14,11,0,4.99,SA,1689869326
514,carahue,-38.7,-73.1667,285.97,94,100,3.54,CL,1689869327
515,antsiranana,-12.2787,49.2917,297.99,77,43,5.78,MG,1689869327
516,taseyevo,57.2169,94.8978,290.64,56,0,2.4,RU,1689869327
517,yangshuo,24.7808,110.4897,299.1,92,81,0.55,CN,1689869327
518,xilin hot,43.9667,116.0333,292.69,65,40,3.29,CN,1689869328
519,eydhafushi,5.1033,73.0708,301.57,79,100,6.97,MV,1689869328
520,eyl,7.9803,49.8164,298.69,77,65,11.96,SO,1689869349
521,as saffaniyah,27.9708,48.73,309.29,40,7,2.93,SA,1689869349
522,algona,43.07,-94.233,296.55,73,0,5.66,US,1689869350
523,jiexiu,37.0244,111.9125,296.99,69,57,2.68,CN,1689869350
524,siniscola,40.5719,9.6922,310.9,40,8,2.46,IT,1689869350
525,arkhangel'sk,64.5401,40.5433,295.07,71,76,3.24,RU,1689869350
526,penzance,50.1186,-5.5371,291.77,68,20,6.17,GB,1689869351
527,kitimat,54.0524,-128.6534,294.09,59,38,0.89,CA,1689869351
528,praia da vitoria,38.7333,-27.0667,295.79,91,100,2.63,PT,1689869351
529,kupang,-10.1667,123.5833,297.6,77,76,6.44,ID,1689869351
530,dingli,35.8614,14.3822,312.24,11,0,4.12,MT,1689869352
531,biltine,14.5333,20.9167,307.61,32,66,3.46,TD,1689869352
532,dashitou,43.3067,128.5114,292.54,93,95,0.99,CN,1689869352
533,kerrville,30.0474,-99.1403,305.68,56,0,5.66,US,1689869352
534,puerto armuelles,8.2833,-82.8667,304.14,81,31,1.79,PA,1689869065
535,igarka,67.4667,86.5833,290.4,98,100,3.98,RU,1689869059
536,prokuplje,43.2342,21.5881,300.75,51,2,3.77,RS,1689869353
537,itoman,26.1247,127.6694,301.16,83,86,2.06,JP,1689869353
538,mapimi,25.8167,-103.85,303.25,26,2,3.63,MX,1689869353
539,gemerek,39.1834,36.0719,299.56,29,0,3.36,TR,1689869354
540,pokachi,61.7198,75.3683,294.73,53,87,3.69,RU,1689869354
541,salym,60.0625,71.4789,292.23,86,100,0.73,RU,1689869354
542,trinidad,-14.8333,-64.9,303.89,32,0,0.92,BO,1689869354
543,dekina,7.6948,7.0222,302.62,71,54,2.74,NG,1689869354
544,rabaul,-4.1967,152.1721,298.86,84,69,3.91,PG,1689869355
545,dalnerechensk,45.9339,133.7225,293.6,90,49,2.27,RU,1689869355
546,auki,-8.7676,160.7034,298.54,91,98,1.56,SB,1689869355
547,gerash,27.6652,54.1371,310.99,21,63,3.15,IR,1689869355
548,fonte boa,-2.4959,-66.2662,304.02,58,81,1.64,BR,1689869308
549,gualaceo,-2.9,-78.7833,287.02,98,100,2.48,EC,1689869356
550,neryungri,56.6709,124.6491,283.56,91,100,2.0,RU,1689869356
551,goryachiy klyuch,44.6308,39.13,299.94,52,0,2.89,RU,1689869356
552,pacasmayo,-7.4006,-79.5714,296.7,73,60,5.44,PE,1689869356
553,chernyshevskiy,63.0128,112.4714,287.72,77,53,1.62,RU,1689869127
554,yerofey pavlovich,53.9667,121.9667,283.25,82,7,1.11,RU,1689869357
555,st. john's,47.5649,-52.7093,302.12,77,75,8.23,CA,1689869158
556,wenchang,30.904,118.4887,298.75,94,100,1.83,CN,1689869357
557,al bayda',32.7627,21.7551,300.67,40,0,7.34,LY,1689869357
558,taltal,-25.4,-70.4833,292.29,67,68,1.7,CL,1689869357
559,ingeniero guillermo n. juarez,-23.9,-61.85,296.4,32,100,5.55,AR,1689869358
560,borzya,50.3833,116.5167,289.42,50,94,1.14,RU,1689869358
561,porto torres,40.835,8.3972,303.25,58,0,4.08,IT,1689869104
562,tamale,9.4008,-0.8393,305.18,52,12,3.28,GH,1689869358
563,lu-uk,5.9684,121.3122,299.37,82,26,1.42,PH,1689869358
564,laibin,23.7,109.2667,300.57,86,96,1.59,CN,1689869359
565,cill airne,52.05,-9.5167,289.18,67,40,3.09,IE,1689869080
566,umred,20.85,79.3333,301.31,80,86,3.62,IN,1689869359
567,charters towers,-20.1,146.2667,288.11,94,32,3.47,AU,1689869359
568,talagutong,6.2644,125.6678,299.91,76,63,1.92,PH,1689869359
569,tangalle,6.024,80.7911,301.24,86,92,4.45,LK,1689869360
570,totness,5.8833,-56.3167,303.51,62,4,3.82,SR,1689869360
571,talitsa,56.8804,60.0213,293.45,82,34,3.24,RU,1689869360
572,colesberg,-30.72,25.0972,280.55,41,18,9.26,ZA,1689869360
573,kudahuvadhoo,2.6708,72.8944,301.53,74,36,4.32,MV,1689869361
574,palikir - national government center,6.9248,158.1611,300.5,80,100,4.46,FM,1689869361
575,alaghsas,17.0187,8.0168,311.04,20,75,7.07,NE,1689869361
576,guajara mirim,-10.7828,-65.3394,305.26,35,29,1.52,BR,1689869314
577,camalu,30.85,-116.0667,295.79,72,76,2.5,MX,1689869362
578,san jose del cabo,23.0589,-109.6977,307.75,59,0,2.06,MX,1689869322
579,middletown,39.5151,-84.3983,302.7,73,75,3.6,US,1689869256
580,tromso,69.6496,18.957,287.16,72,0,7.2,NO,1689869344
581,turkmenbasy,40.0222,52.9552,300.79,41,0,7.24,TM,1689869362
582,chulakkurgan,43.765,69.1814,302.33,21,0,5.01,KZ,1689869363
583,punta del este,-34.9667,-54.95,290.35,74,40,3.09,UY,1689869143
584,santiago de cao,-7.9589,-79.2392,296.22,78,100,4.63,PE,1689869363
585,murray bridge,-35.1167,139.2667,282.11,78,9,3.65,AU,1689869363
586,pushkar,26.5,74.55,304.98,63,58,0.74,IN,1689869364
587,odacho-oda,35.1833,132.5,295.03,90,100,2.71,JP,1689869364
588,ulsteinvik,62.3432,5.8487,288.65,79,100,3.11,NO,1689869364
589,nicoya,10.1483,-85.452,303.34,67,47,4.05,CR,1689869364
590,bonthe,7.5264,-12.505,300.74,77,98,5.04,SL,1689869364
591,tubarjal,30.4999,38.216,310.35,11,0,3.87,SA,1689869365
592,dalhart,36.0595,-102.5133,300.16,69,40,1.54,US,1689869365
